172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/ResizeSensor.js?_dc=1602852495933 HTTP/1.1" 200 1987 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/Highstock-5.0.14/code/highstock.js?_dc=1602852495932 HTTP/1.1" 200 94468 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/html2canvas-0.5.0-alpha1/dist/html2canvas.min.js?_dc=1602852495932 HTTP/1.1" 200 20323 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /build/development/climatestation/classic/resources/css-vars.js?_dc=1602852495933 HTTP/1.1" 200 32807 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/OL3/build/ol.js?_dc=1602852495931 HTTP/1.1" 200 153103 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /ext/build/ext-all-rtl-debug.js?_dc=1602852495928 HTTP/1.1" 200 2387639 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/LoginSetup.js?_dc=1602852497747 HTTP/1.1" 200 1715 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/Utils.js?_dc=1602852497748 HTTP/1.1" 200 6054 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /classic/src/Application.js?_dc=1602852497747 HTTP/1.1" 200 3431 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/TabTitleEditor.js?_dc=1602852497748 HTTP/1.1" 200 928 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/AreaType.js?_dc=1602852497748 HTTP/1.1" 200 138 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Bbox.js?_dc=1602852497748 HTTP/1.1" 200 184 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Category.js?_dc=1602852497748 HTTP/1.1" 200 142 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/ColorScheme.js?_dc=1602852497748 HTTP/1.1" 200 187 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Ingestion.js?_dc=1602852497748 HTTP/1.1" 200 428 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Base_gererated.js?_dc=1602852497748 HTTP/1.1" 200 118 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Dashboard.js?_dc=1602852497748 HTTP/1.1" 200 1022 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/DataAcquisition.js?_dc=1602852497748 HTTP/1.1" 200 319 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/DataSet.js?_dc=1602852497748 HTTP/1.1" 200 783 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/DataType.js?_dc=1602852497748 HTTP/1.1" 200 142 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
